bein1hd.jsc,Bein 1 AR,rtmp://www1.iguide.to:1935/iguide
ArtAflam2.mea,ART AFLAM 2,http://50.7.69.138:9080/hls/mal-art-aflam2.m3u8
ArtCinema.mea,ART CINEMA,http://50.7.69.138:9080/hls/mal-art-cinema.m3u8
AlHayat.mea,Alhayat 1,http://bit.ly/1VQPRoM
AlHayat2.mea,Alhayat 2,http://bit.ly/1VQPU3T
CBCDrama.mea,CBC DRAMA,http://bit.ly/1OKnjHL
ext,Al Ikhbaria syria,http://82.137.248.16:1935/Snews/SnewsLive3/BratuMarian.m3u8
AlKawthar.mea,Al Kawthar,http://live.pgmedia.ir:1935/live-35895787/alkosar-1024.sdp/BratuMarian.m3u8?DVR
ext,Al Kout,rtmp://66.23.237.233:1935/alkout/alkout
ext,Al Maaref,rtmp://almaareftv.com:1935/live/
ext,Al Sumaria (Iraq),http://livestreaming2.itworkscdn.net/sumarialive/smil:sumariamob.smil/playlist.m3u8
ext,???? ??????,http://188.247.93.26:1935/live/aldyar.stream_360p/playlist.m3u8
ext,Alqithara (VOD),http://upmv09-ntt-upmv.ustream.tv/0/1/58/58347/58347300/1_4365778_58347300.flv?e=1428405859&h=805ae55387a1382c3631c25a995eff49&tracking=8763ef_57_1_0_0
ext,Al yawm,http://live.paltoday.tv:1935/paltv/live/gmswf.m3u8
AlArabiya.mea,Alarabiya,http://livestream5.alarabiya.tv/i/live_1@141854/index_1_av-b.m3u8?sd=10&rebase=on
ext,Albadawiyah,http://94.127.209.149:8080/albadawiyah-800-hdsx/playlist.m3u8
ext,Albadawiyahtv,http://94.127.209.149:8080/edhakx/playlist.m3u8?DVR
AlBaghdadia.mea,Albaghdadia,http://albaghdadiahls-i.akamaihd.net/hls/live/218980/albaghdadia-ios/01.m3u8
AlBaghdadia.mea,Albaghdadia 2,http://albaghdadiahls-i.akamaihd.net/hls/live/221008/albaghdadiaIOS2/master.m3u8
ext,Alfady TV,rtmp://stream.truth-voice.net:1935/FadyLive//FadyLive
AlJazeeraDocumentary.mea,Aljazeera Doc,http://aljazeera-doc-apple-live.adaptive.level3.net/apple/aljazeera/hq-doc/800kStream.m3u8
AlJazeera.nws,Aljazeera En,http://vizrthlsaje-i.akamaihd.net/hls/live/206524/AJEnglish/2873287_iOS/500.m3u8
avi,Alrayi,mms://62.215.216.130/wmtencoder/alrai350.wmv
ext,ANB Live,http://188.247.93.26:1935/live/anb.stream_360p/playlist.m3u8
ext,ANN News,rtmp://ns8.indexforce.com:1935/ann/ann
ext,Albadawiyah,http://streamer11.elementssys.com:8080/albadawiyah-800-hdsx/index.m3u8
ext,Beladi TV,rtmp://192.240.125.26:443/live?twijwZME0VwR0L3c7x2XKpAsnZYxH4f5
ext,MCP,rtmp://204.77.214.15:1935/mogulus-stream-edge/mcpmusictv
SyriaSatChannel.mea,Syria,http://82.137.248.16:1935/Sat/SatLive2/HasBahCa.m3u8
SyriaSatChannel.mea,Syria,http://82.137.248.16:1935/Sat/SatLive2/playlist.m3u8
ext,Syria Aloula,http://82.137.248.21:1935/Aloula/AloulaLive3/HasBahCa.m3u8
SyriaDrama.mea,Syria Drama,http://82.137.248.21:1935/Drama/DramaLive3/HasBahCa.m3u8
ext,Syria Nour,http://82.137.248.21:1935/Nour/NourLive2/HasBahCa.m3u8
ext,Sama Syria,http://sama-tv.net:1935/live/samatv/playlist.m3u8
SyriaDrama.mea,Syria drama,http://82.137.248.21:1935/Drama/DramaLive1/playlist.m3u8
ext,Syria news,http://82.137.248.16:1935/Snews/SnewsLive1/gmswf.m3u8
ext,Syria TV,http://82.137.248.16:1935/Sat/SatLive3/playlist.m3u8
SyriaSatChannel.mea,Syria,http://82.137.248.16:1935/Sat/SatLive2/BratuMarian.m3u8
ext,Syria Aloula,http://82.137.248.21:1935/Aloula/AloulaLive3/BratuMarian.m3u8
SyriaDrama.mea,Syria Drama,http://82.137.248.21:1935/Drama/DramaLive3/BratuMarian.m3u8
ext,Syria Nour,http://82.137.248.21:1935/Nour/NourLive2/BratuMarian.m3u8
ext,AL HURRA SYRIA,rtmp://cp51007.live.edgefcs.net:1935/live/Alhurra_Flash@15
ext,Syria-Nour alsham,http://82.137.248.21:1935/Nour/NourLive1/playlist.m3u8
ext,Syria aloula,http://82.137.248.21:1935/Aloula/AloulaLive3/playlist.m3u8
SyriaDrama.mea,Syria Drama,http://82.137.248.21:1935/Drama/DramaLive3/playlist.m3u8
ext,Talaqie,rtmp://82.137.248.20:1935/Talaqie/TalaqieLive2
ext,Alikhbaria Syria,rtmp://82.137.248.16:1935/Snews/SnewsLive1
ext,BBC Arabia,http://bbcwshdlive01-lh.akamaihd.net/i/atv_1@61433/master.m3u8
BBC1.uk,BBC,http://portal.rapidiptv.com:8080/live/rSwvA5Rsn5/coPcYkRgii/3580.ts
DubaiTelevision.mea,Dubai TV,http://cdnedvrdubaitv.endavomedia.com/smil:dmilivedubaitvhls.smil/BratuMarian.m3u8
ext,Edhaktv,http://94.127.209.149:8080/albadawiyah-800-hdsx/playlist.m3u8
ext,KAS,http://137.135.64.32:1935/kas/kas/gmswf.m3u8
ext,KTV 2,rtmp://91.140.238.7:1935/rtmplive/rtpencoder/ch2.sdp
ext,KTV ARABE,rtmp://91.140.238.7:1935/rtmplive/rtpencoder/ch5.sdp
ext,KTV ETRAA,rtmp://91.140.238.7:1935/rtmplive/rtpencoder/ch4.sdp
ext,KTV PLUS,rtmp://91.140.238.7:1935/rtmplive/rtpencoder/ch6.sdp
ext,Kuwait,rtmp://91.140.238.7:1935/rtmplive/rtpencoder/ch1.sdp
ext,Medine,http://46.245.160.224/medine/medine/gmswf.m3u8
ext,Mekke,http://46.245.160.224/mekke/mekke/gmswf.m3u8
ext,Nabaa,rtmp://31.14.40.238:1935/live/Nabaa
NoorDubai.mea,Noor Dubai TV,http://cdnedvrnoordubaitv.endavomedia.com/smil:dmilivenoordubaitvhls.smil/BratuMarian.m3u8
ext,Quran TV,rtmp://208.75.224.165:1935/map-alquraan/map-alquraan.stream
ext,Quran tv,http://46.245.160.224/mekke/mekke/gmswf.m3u8
ext,Radio Quran Qatar,rtmp://AgendaStreamer1.qna.org.qa:1935/qrn//qrn
avi,KSA Quran Radio,http://broadcastquran.ism3na.com:8332/;stream.mp3
ext,Quran,http://www.elahmad.com/tv/m3u8/itworkscdn.m3u8?id=quran1
RT-Arabic.mea,Russia Alyaum,http://odna.octoshape.net/f3f5m2v4/cds/ch3_720p/chunklist.m3u8
SamaDubai.mea,Sama Dubai,http://cdnedvrsamadubai.endavomedia.com/smil:dmilivesamadubaihls.smil/BratuMarian.m3u8
SkyNewsArabia.mea,Sky news arabia,http://skynewsl.skynews.cshls.lldns.net/skynews/skynewsl/skynewsl/skynewsl_800.m3u8
ext,Tchad,rtmp://tchad.streamakaci.com:1935/tchad/tchad.stream
AlForat.mea,Al Forat,http://alforatlive.nanocdn.com:1935/live/alforat256/BratuMarian.m3u8
ext,Al Gharbiyalink_down,http://46.165.208.230:1935/samarra/mystream/gmswf.m3u8
ext,AlDyar,http://188.247.93.26:1935/live/aldyar.stream_360p/hassuni.m3u8
ext,Iraq music,http://edge20.magictvbox.com/live/al_qithara_tv/index.m3u8
ext,Al-hurra Iraq,http://mbnhls-lh.akamaihd.net/i/MBN_1@118619/master.m3u8
Iqraa.mea,Iqraatv,http://fl1.viastreaming.net:1935/iqraatv/livestream/HasBahCa.m3u8
ext,Iraqiya,http://212.7.205.5:1935/Iraqia/live/playlist.m3u8
ext,AL SHARJAH,rtmp://livestreaming.itworkscdn.net:1935/smc1live/smc1tv
ext,DW Arabia (Germany),http://www.metafilegenerator.de/DWelle/tv-arabia/ios/master.m3u8
ext,BAHRAIN SPORTS,rtmp://alayam.netromedia.net:1935/btv3/btv3
ext,Dubai Sp 3,http://cdnehlsdubaisports3.endavomedia.com/smil:dmilivedubaisports3.smil/HasBahCa.m3u8
AlHayat2.mea,Al Hayat 2,http://media.islamexplained.com:1935/live/ngrp:ahusa.stream_all/HasBahCa.m3u8
ext,Al Ikhbaria syria,http://82.137.248.16:1935/Snews/SnewsLive3/HasBahCa.m3u8
AlKawthar.mea,Al Kawthar,http://live.pgmedia.ir:1935/live-35895787/alkosar-1024.sdp/HasBahCa.m3u8?DVR
ext,Al Maaref,http://almaareftv.com:1935/live/1/HasBahCa.m3u8
DubaiRacing.mea,Dubai Racing,http://cdnehlsdubairacing2.endavomedia.com/smil:dmilivedubairacing2.smil/HasBahCa.m3u8
DubaiTelevision.mea,Dubai TV,http://cdnedvrdubaitv.endavomedia.com/smil:dmilivedubaitvhls.smil/HasBahCa.m3u8
Funoon.mea,Funoon TV,http://wpc.C56B.edgecastcdn.net/hls-live/20C56B/default/ThompsanECWTV/tsecwatanfunoonmed.m3u8
NoorDubai.mea,Noor Dubai TV,http://cdnedvrnoordubaitv.endavomedia.com/smil:dmilivenoordubaitvhls.smil/HasBahCa.m3u8
SamaDubai.mea,Sama Dubai,http://cdnedvrsamadubai.endavomedia.com/smil:dmilivesamadubaihls.smil/HasBahCa.m3u8
ext,Baghdad tv,http://streamer1.hamuraabi.com:1935/baghdad/live/HasBahCa.m3u8
ext,QURAN TV ksa,http://46.245.160.224/mekke/mekke/chunklist_w581447799.m3u8
DubaiTelevision.mea,Dubai,http://cdnedvrdubaitv.endavomedia.com/smil:dmilivedubaitvhls.smil/playlist.m3u8
NoorDubai.mea,Noor Dubai,http://cdnedvrnoordubaitv.endavomedia.com/smil:dmilivenoordubaitvhls.smil/playlist.m3u8
ext,Alwatan Plus,http://wpc.C56B.edgecastcdn.net/hls-live/20C56B/default/ThompsanECWTV/tsecwatantvplushigh.m3u8
Fatafeat.mea,FATAFIT,http://212.179.77.42/live/livestream3/gmswf.m3u8
ext,Jordan,rtmp://64.251.14.168:1935/jorlive/jrtv
AlSharqiya.mea,AL Sharqiya,rtmp://ns8.indexforce.com:1935/alsharqiyalive/mystream
ext,AGHANI Tv,http://66.135.32.50/aghanitv/aghanitv/chunklist_w775380517.m3u8
ext,Maannews,http://vstream2.hadara.ps:1935/maan/maan_1/gmswf.m3u8
ext,Rouge,http://rtmp.infomaniak.ch/livecast/rougetv/playlist.m3u8
ext,SAFA,http://50.7.131.42:1935/safa/smil:safa-smil.smil/chunklist_w1889871104_b632768.m3u8
ext,Alasr,http://xtvalasrx.api.channel.livestream.com/3.0/playlist.m3u8
TRTAlArabiya.tr,TRT Arabic |,http://trtcanlitv-lh.akamaihd.net/i/TRTARAPCA_1@181945/master.m3u8
ext,Echorouk (Algeria),http://live.echoroukonline.com/live/EchoroukTV/chunklist.m3u8
ext,Royatv,http://212.35.75.130/3330/HasBahCa.m3u8?email=tac%40umniah.com&password=2acc51f15bbba0a9ad4bab6da0ff0c81
France24-Arabic.mea,FRANCE 24 Arabic,http://vipwowza.yacast.net/f24_hlslive_ar/smil:iphone.fr24ar.smil/playlist.m3u8
france24,FRANCE 24 English,http://vipwowza.yacast.net/f24_hlslive_en/smil:iphone.fr24en.smil/playlist.m3u8
ext,Alwatan Ghanawi,http://wpc.C56B.edgecastcdn.net/hls-live/20C56B/default/ThompsanECWTV/tsecwatanghanawihigh.m3u8
ext,Alwatan (Kuwait),http://alwatan_hls-lh.akamaihd.net/i/alwatan_ar@91111/master.m3u8
ext,Speda (Kurdistan),rtmp://sepidehlive.nanocdn.com:1935/live/sepideh256
AlJazeera.mea,Aljazeera,http://wpc.c1a9.edgecastcdn.net/hls-live/20C1A9/aljazeera_ar/ls_satlink/b_264.m3u8
AlJazeera.nws,ALJAZERRA En,http://wpc.c1a9.edgecastcdn.net/hls-live/20C1A9/aljazeera_en/ls_satlink/b_264.m3u8
Jeem.mea,Jeem TV,http://bcoveliveios-i.akamaihd.net/hls/live/206572/2014288370001/playlist.m3u8?b?b*t$
ext,Tolo TV / Afghan Play,rtmp://media.mohabat.tv:1935/live_transcoder/_definst_/mp4:mohabat.stream_480?b?b*t$
ext,Al-hurra Iraq,http://mbnhls-lh.akamaihd.net/i/MBN_1@118619/master.m3u8
ext,Baghdad,http://streamer1.hamuraabi.com:1935/baghdad/live/playlist.m3u8
ext,MED livestation,http://wpc.c1a9.edgecastcdn.net/hls-live/20C1A9/aljazeera_ar/ls_satlink/b_528.m3u8
AlJazeera.mea,Aljazeera,http://wpc.c1a9.edgecastcdn.net/hls-live/20C1A9/aljazeera_ar/ls_satlink/b_828.m3u8
AlJazeera.mea,Aljazeera,rtmp://aljazeeraflashlivefs.fplive.net:1935/aljazeeraflashlive-live/aljazeera_ara_low
AlJazeera.mea,Aljazeera,rtmp://aljazeeraflashlivefs.fplive.net:1935/aljazeeraflashlive-live/aljazeera_ara_med
AlJazeera.mea,ALJAZEERA,rtmp://aljazeeraflashlivefs.fplive.net:1935/aljazeeraflashlive-live/aljazeera_ara_high
AlJazeera.nws,ALJAZERRA En,http://wpc.c1a9.edgecastcdn.net/hls-live/20C1A9/aljazeera_en/ls_satlink/b_528.m3u8
AlJazeera.nws,ALJAZERRA En,http://wpc.c1a9.edgecastcdn.net/hls-live/20C1A9/aljazeera_en/ls_satlink/b_828.m3u8
ext,BAHRAIN,rtmp://alayam.netromedia.net:1935/btv2
ext,Echorouk Tv (??????,http://live.echoroukonline.com/live/EchoroukTV/playlist.m3u8
AlForat.mea,Al Forat,http://alforatlive.nanocdn.com:1935/live/alforat256/HasBahCa.m3u8
ext,LBC Europe (Lebanon),rtmp://livestreaming.itworkscdn.net:1935/lbclive/lbc_1
ext,i24 News Arabia,http://bcoveliveios-i.akamaihd.net/hls/live/215102/master_arabic/391/master.m3u8
Iqraa.mea,Iqraa,http://fl1.viastreaming.net:1935/iqraatv/livestream/BratuMarian.m3u8
ext,???? Djinn ???????? ????? ?????? ???? ??????? 2014 ????,http://flv.alarab.net:8080//flv/85194.flv?start=0
ext,???? ???? ????? ?????? ??????? ???? ??????? 2015,http://flv.alarab.net:8080//flv/85444.flv?start=0
ext,???? ??????? ??? ???? ?????? ???? ???????,http://flv.alarab.net:8080//flv/85363.flv?start=0
ext,??? ????? ???? ????? ????? - ?????? ???? ??????? 2015,http://flv.alarab.net:8080//flv/84844.flv?start=0
ext,???? ??? ????? ???? ????? ????? - ????? ????? ? ????? ??????? 2015,http://flv.alarab.net:8080//flv/84843.flv?start=0
ext,???? ??? ????? ????? ???? ts cam ????? ????? ??? ???? 2015,http://flv.alarab.net:8080//flv/84681.flv?start=0
ext,???? ?? ??? ????? ???? ????? ts cam ????? ????? ??? ???? 2015,http://flv.alarab.net:8080//flv/84679.flv?start=0
ext,????? ???????? ??? 2015,http://flv.alarab.net:8080//flv/84551.flv?start=0
ext,???? ????? ????? ???? ??? ???? 2015,http://flv.alarab.net:8080//flv/84548.flv?start=0
ext,?????? ??????? ?????? ??? ???? 2015,http://flv.alarab.net:8080//flv/84539.flv?start=0
ext,???? ?????? ???? ?????? ??? ???? 2015,http://flv.alarab.net:8080//flv/84488.flv?start=0
ext,???? ???? ????? ????? ?????? ??? ???? 2015,http://flv.alarab.net:8080//flv/84208.flv?start=0
ext,????_??????_???????_????_????_2015,http://flv.alarab.net:8080//flv/84197.flv?start=0
ext,????_????_????_??????_???_2015,http://flv.alarab.net:8080//flv/84088.flv?start=0
ext,????_????????_the_festival_2014,http://flv.alarab.net:8080//flv/83854.flv?start=0
ext,?? ??? ??? ??? - From A to B ???? ???? ???? ??????? ????? ????? ?????? ??????? ????? ????? 2015,http://flv.alarab.net:8080//flv/83809.flv?start=0
ext,????_???????_????_????_????_2015,http://flv.alarab.net:8080//flv/83710.flv?start=0
ext,????_????????_????_2013_?????_,http://flv.alarab.net:8080//flv/83685.flv?start=0
ext,_????_???_?????_Omar_2014,http://flv.alarab.net:8080//flv/83554.flv?start=0
ext,?????_??????_????_????_??????_2014,http://flv.alarab.net:8080//flv/83334.flv?start=0
ext,_?????_????_????_????_??????_2014,http://flv.alarab.net:8080//flv/83198.flv?start=0
ext,_????_HIV_???_??_??_,http://flv.alarab.net:8080//flv/83196.flv?start=0
ext,#NAME?,http://flv.alarab.net:8080//flv/83155.flv?start=0
ext,_????_????_?????_??????_???????_2014,http://flv.alarab.net:8080//flv/83056.flv?start=0
avi,????? ???,http://cdn.playwire.com/15448/video-20140808-1202144.mp4
ext,????? ???,http://flv.alarab.net:8080//flv/80106.flv?start=0
ext,flv 3oche_elbolbol,http://flv.alarab.net:8080//flv/81232.flv
ext,flv 5otat_jimi,http://flv.alarab.net:8080//flv/74722.flv
ext,flv 7alawat_rou7,http://flv.alarab.net:8080//flv/80106.flv
ext,flv 7amati_bit7ibini,http://flv.alarab.net:8080//flv/83334.flv
ext,flv 7olm_omr,http://flv.alarab.net:8080//flv/76547.flv
ext,flv achita_lifat,http://flv.alarab.net:8080//flv/75166.flv
ext,flv al_9achach,http://flv.alarab.net:8080//flv/83155.flv
ext,flv al7ab_al3alamia_athalitha,http://flv.alarab.net:8080//flv/80272.flv
ext,flv alharibatan,http://flv.alarab.net:8080//flv/76509.flv
ext,flv aljazeera2,http://flv.alarab.net:8080//flv/81800.flv
ext,flv almo3dia,http://flv.alarab.net:8080//flv/82374.flv
ext,flv amwaj_9assira,http://flv.alarab.net:8080//flv/79349.flv
ext,flv atarik_adairi,http://flv.alarab.net:8080//flv/81569.flv
ext,flv bibi,http://flv.alarab.net:8080//flv/76517.flv
ext,flv captin_hima,http://flv.alarab.net:8080//flv/81153.flv
ext,flv elphil_ alazra9,http://flv.alarab.net:8080//flv/80344.flv
ext,flv hojoum_montasaf_alil,http://flv.alarab.net:8080//flv/81251.flv
ext,flv houjoum_montasaf_alil,http://flv.alarab.net:8080//flv/76585.flv
ext,flv jawazat_miry,http://flv.alarab.net:8080//flv/80472.flv
ext,flv kalam_jarayad,http://flv.alarab.net:8080//flv/74953.flv
ext,flv lamoa5da,http://flv.alarab.net:8080//flv/81304.flv
ext,flv made_in_egypt,http://flv.alarab.net:8080//flv/79970.flv
ext,flv marati_wa_zawjati,http://flv.alarab.net:8080//flv/80578.flv
ext,flv morjan_ahmed_morjan,http://flv.alarab.net:8080//flv/81372.flv
ext,flv mot3ib_wa_chadia,http://flv.alarab.net:8080//flv/74720.flv
ext,flv nazariat_3amiti,http://flv.alarab.net:8080//flv/83198.flv
ext,flv salam_abou_o5to,http://flv.alarab.net:8080//flv/80018.flv
ext,flv taxi_albalad_lebanon,http://flv.alarab.net:8080//flv/76253.flv
ext,flv THE_DEALER,http://flv.alarab.net:8080//flv/80603.flv
ext,flv villa69,http://flv.alarab.net:8080//flv/79937.flv
